id,name,type,exp_name,m1a_hit,m5c_hit,m6a_hit,m7g_hit,full_hit,m1a_Regulation,m5c_Regulation,m6a_Regulation,m7g_Regulation,regulation,logFC,PValue,FDR,degree.x,closeness_centrality.x,betweenness_centrality.x,eigenvector_centrality.x,page_rank_score.x,clustering_coefficient.x,DNB,m1a_Foldchange,m5c_Foldchange,m6a_Foldchange,m7g_Foldchange,CCF_diff,CCF_abs_diff,CCF_p_ttest,CCF_p_wilcoxon,divergene,protein_degree,protein_closeness_centrality,protein_betweenness_centrality,protein_eigenvector_centrality,protein_page_rank_score,protein_clustering_coefficient,protein_m1.mean,protein_m0.mean,protein_Diff,protein_abs_Diff,protein_pvalue,lit_meta,lit_meta_colon
MRPL36,64979,mRNA,ENSG00000171421,1,0,0,0,1,down,up,up,down,up,1.671893,0.00613597,0.02811256,5111,1.89E-08,5933.625,0.8693421,0.000137265,0.4876397,no,837.6,34.63636,4.786024,300.1,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MRPL52,122704,mRNA,ENSG00000172590,0,0,0,0,0,up,up,up,down,up,1.193147,0.01340373,0.04976486,1430,1.59E-08,5576.7,0.1596117,5.72E-05,0.4827406,no,7.839362,7.197183,7.275568,8.088949,-0.0239,0.0239,0.9305378,0.8686611,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MRPS16,51021,mRNA,ENSG00000182180,1,0,0,0,1,down,down,up,down,up,0.8056267,0.009400602,0.03850398,4717,7.59E-09,46399.36,0.7315404,0.000131628,0.4385945,no,186.9,2.881919,2.774494,8.676121,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MRPS5,64969,mRNA,ENSG00000144029,0,0,0,1,1,down,up,up,down,up,0.747115,0.0183652,0.06270683,1997,7.56E-09,76855.82,0.2499288,7.23E-05,0.4642033,no,148.2,2.149675,2.40333,2925.9,-0.006733333,0.006733333,0.9597063,0.8471245,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MS4A14,84689,mRNA,ENSG00000166928,1,1,1,1,4,down,down,down,down,down,-1.267067,0.5469456,0.6749962,25,7.31E-09,577.9277,1.58E-06,3.99E-05,0.07666667,no,341.8,271,474.4,1513.3,-0.001679375,0.001679375,0.9892949,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MS4A4E,643680,mRNA,ENSG00000214787,1,0,1,0,2,down,down,down,down,down,-4.363877,0.01207406,0.04608775,5285,1.21E-08,9357.761,0.8904602,0.000141854,0.4731455,no,310.8,5.735202,1051.8,23.08462,0.009891667,0.009891667,0.9668226,0.9463703,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MS4A7,58475,mRNA,ENSG00000166927,0,0,1,0,1,down,down,down,down,down,-3.315661,7.90E-08,9.95E-06,5295,1.14E-08,9223.719,0.8895673,0.00014231,0.4703008,no,7.723195,28.21311,46.84411,5.109641,0.2185764,0.2185764,0.2496464,0.2811715,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MS4A8,83661,mRNA,ENSG00000166959,1,0,1,0,2,up,up,up,up,up,7.503684,0.006588546,0.02963926,1051,5.23E-08,120.2859,0.090015,5.04E-05,0.4304998,no,530.3,3.209945,16.21162,386.1,-0.0606,0.0606,0.6602273,0.6178585,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MSANTD2,79684,mRNA,ENSG00000120458,0,0,0,0,0,down,up,up,down,up,0.3926406,0.230333,0.3695746,993,7.37E-09,25216.28,0.1243856,4.52E-05,0.5374639,no,155.9,11,2.06832,167.2,0.0316766,0.0316766,0.8656521,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MSL1,339287,mRNA,ENSG00000188895,1,0,0,1,2,down,up,up,down,up,0.5039048,0.03126285,0.09229143,2985,7.59E-09,44001.65,0.3383766,9.75E-05,0.3705898,no,1031.2,5.86911,3.179324,998.1,0.1271475,0.1271475,0.4794225,0.5694325,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MSRB2,22921,mRNA,ENSG00000148450,0,1,0,0,1,down,down,up,down,up,0.5963846,0.1134527,0.2232554,2511,7.58E-09,41227.28,0.2389977,8.81E-05,0.3675189,no,2.061475,241,4.473438,350,-0.1653656,0.1653656,0.3039152,0.4010005,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MST1R,4486,mRNA,ENSG00000164078,1,0,0,0,1,up,up,up,up,up,5.389771,1.39E-07,1.37E-05,5219,3.57E-08,1291.401,0.894504,0.000139495,0.4849268,no,491.6,23.71605,148.2,199.6,-0.005491709,0.005491709,0.9271515,0.9872319,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
MSX2,4488,mRNA,ENSG00000120149,1,0,1,0,2,up,up,up,up,up,2.685071,0.01837679,0.06272702,197,2.05E-08,167.5447,0.005448698,3.33E-05,0.448617,no,272.1,26.60976,31.51752,410.2,-0.1590176,0.1590176,0.3836556,0.461431,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
MT1E,4493,mRNA,ENSG00000169715,0,1,1,1,3,up,down,down,down,up,0.4696334,0.6220813,0.7368375,47,4.22E-09,4060.609,3.55E-06,3.82E-05,0.2673451,no,2.081871,271,17.82724,466.3,-0.2151533,0.2151533,0.4589303,0.6403735,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
MTMR1,8776,mRNA,ENSG00000063601,1,0,0,1,2,down,up,up,down,down,-0.2514522,0.3434406,0.483872,245,7.47E-09,45162.01,0.01771125,3.89E-05,0.3441619,no,543.2,13.38095,3.861314,566,-0.0464395,0.0464395,0.7771155,0.8045068,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MTMR11,10903,mRNA,ENSG00000014914,1,0,0,1,2,up,up,up,up,up,4.125611,6.18E-09,2.58E-06,2235,2.82E-08,5694.528,0.2042224,8.27E-05,0.3736118,no,1756.8,21,6.809322,825.4,0.04533004,0.04533004,0.7308617,0.6606633,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MTNR1A,4543,mRNA,ENSG00000168412,1,0,0,0,1,up,up,up,down,up,4.090427,0.05280951,0.1332482,842,7.68E-09,689324.1,0.03306924,8.53E-05,0.2418538,no,285,5.122137,9.222826,233.7,-0.03270476,0.03270476,0.8813645,0.9571894,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0
MTPN,136319,mRNA,ENSG00000105887,0,0,0,0,0,down,up,up,down,down,-0.4352412,0.07955395,0.1752519,4035,7.55E-09,53383.4,0.5805902,0.000119498,0.4208054,no,17.34532,2.614227,2.470927,56.54573,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MTSS1,9788,mRNA,ENSG00000170873,1,0,0,1,2,down,down,down,down,down,-1.42106,0.007907581,0.03402005,2700,9.19E-09,21535.02,0.2907789,9.21E-05,0.3933026,no,760.1,12.42602,7.88961,5568.4,-0.07797909,0.07797909,0.4457338,0.1465589,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1
MUC13,56667,mRNA,ENSG00000173702,1,1,1,0,3,up,up,up,up,up,5.817428,7.57E-10,1.05E-06,2229,4.15E-08,2910.729,0.220527,7.82E-05,0.383566,no,200.4503,558.4194,2581.8,169.5,0.1642936,0.1642936,0.342804,0.2455717,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
MUC2,4583,mRNA,ENSG00000198788,1,1,1,0,3,up,up,up,down,up,6.547771,0.002316572,0.01380758,2233,4.99E-08,809.321,0.2152278,7.92E-05,0.3888608,no,2725,1091,3776.9,2.895011,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
MYADM,91663,mRNA,ENSG00000179820,0,0,1,0,1,down,down,down,down,down,-1.948277,5.59E-06,0.000154556,5111,9.94E-09,10068.7,0.8693421,0.000137265,0.4876397,no,7.634761,8.868852,96.37034,231.1048,-0.1393702,0.1393702,0.6083952,0.5014445,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MYB,4602,mRNA,ENSG00000118513,1,1,1,1,4,up,up,up,up,up,4.226286,6.14E-06,0.000165208,3572,2.84E-08,3559.642,0.4777449,0.000106796,0.4159584,no,3654.5,291,1066.2,452.3,-0.0471065,0.0471065,0.6691292,0.6935019,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
MYEF2,50804,mRNA,ENSG00000104177,0,1,1,0,2,up,down,up,down,up,1.020778,0.00181072,0.01145167,1860,1.48E-08,10291.18,0.1608354,6.89E-05,0.3683284,no,155.9,241,11.2191,300.1,0.1388761,0.1388761,0.3030391,0.3451761,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MYH10,4628,mRNA,ENSG00000133026,1,1,1,1,4,down,down,down,down,down,-2.618492,5.08E-06,0.00014507,4244,1.07E-08,10025.7,0.6941685,0.000119639,0.4906702,no,721.4,481,33.35283,3191.8,-0.01564721,0.01564721,0.854791,0.855844,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
MYPOP,339344,mRNA,ENSG00000176182,0,0,0,0,0,up,up,up,down,up,0.6126224,0.5287947,0.6592002,43,7.07E-09,15397.42,0.000127155,2.84E-05,0.2890365,no,8.444716,13.85714,3.654693,37.78088,-0.1019248,0.1019248,0.4327241,0.4719349,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MYSM1,114803,mRNA,ENSG00000162601,0,0,0,1,1,down,down,up,down,up,0.05383756,0.798615,0.8667299,39,7.13E-09,3226.041,8.51E-05,2.72E-05,0.3468286,no,148.2,161,2.221503,5053.2,-0.0374063,0.0374063,0.774514,0.7164975,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NAA10,8260,mRNA,ENSG00000102030,0,0,0,1,1,up,up,up,down,up,1.493755,0.02500745,0.07853792,1684,1.79E-08,3457.545,0.2781549,5.64E-05,0.6217449,no,3.419699,2.782586,3.256641,1662.9,0.06349286,0.06349286,0.8524879,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
NAA50,80218,mRNA,ENSG00000121579,0,1,0,1,2,down,down,up,down,up,0.09118484,0.716255,0.8085616,32,7.03E-09,2242.611,4.32E-06,2.75E-05,0.3528226,no,155.9,391,2.167501,1097.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NAB1,4664,mRNA,ENSG00000138386,0,0,0,1,1,up,up,up,down,down,-0.06127567,0.8219957,0.8836168,27,7.05E-09,10490.11,2.54E-05,2.75E-05,0.1766382,no,6.209768,161,6.029687,4421.6,0.1764348,0.1764348,0.3884458,0.4774541,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NABP1,64859,mRNA,ENSG00000173559,0,0,0,1,1,down,down,down,down,down,-2.373733,5.58E-07,3.17E-05,5000,1.04E-08,11251.15,0.8327882,0.000135501,0.4729807,no,40.19424,2.078046,7.313135,2909.3,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NAP1L1,4673,mRNA,ENSG00000187109,0,0,0,1,1,down,down,down,down,down,-1.173853,0.000552096,0.00463468,3959,8.84E-09,22597.55,0.5605877,0.000118652,0.4164701,no,4.332852,3.475401,4.133017,669.6571,0.1022039,0.1022039,0.6066929,0.617295,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
NARS,4677,mRNA,ENSG00000134440,0,0,0,1,1,down,down,up,down,down,-0.1338549,0.5648992,0.6900723,314,7.48E-09,6364.888,0.02167874,2.52E-05,0.3354633,no,2.177142,2.004862,2.514609,865.2,NA,NA,NA,NA,no,0.002427184,595.8353767,0.121277957,0.001096719,0.542105263,NA,146558921.8,295335841.2,-148776919.4,269593192.8,0.004909084,0,0
NAT1,9,mRNA,ENSG00000171428,1,1,0,1,3,down,down,up,down,up,0.2420232,0.637726,0.7494358,29,4.81E-09,1629.528,3.96E-05,2.93E-05,0.1551724,no,217.9,931,9.328851,532.8,-0.06457857,0.06457857,0.7315848,0.1672466,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
NAT6,24142,mRNA,ENSG00000243477,0,0,0,0,0,up,up,up,down,up,0.3992884,0.5057791,0.6392696,40,7.31E-09,4940.75,8.63E-05,2.67E-05,0.2064103,no,7.065848,3.864984,3.471061,250.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NBN,4683,mRNA,ENSG00000104320,1,0,0,0,1,down,down,up,down,down,-0.8004577,0.007299082,0.03200769,3315,7.55E-09,43739.55,0.4151104,0.00010445,0.3864472,no,179.2,10.67742,2.496708,150.6,-0.09139055,0.09139055,0.4931565,0.4728727,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
NCF2,4688,mRNA,ENSG00000116701,1,1,1,1,4,down,down,down,down,down,-3.578498,4.98E-08,8.47E-06,4654,1.16E-08,11907.85,0.7444597,0.000128687,0.4598616,no,868.5,891,15.08619,2743.1,-0.1304682,0.1304682,0.4301719,0.4057229,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NCK1,4690,mRNA,ENSG00000158092,1,1,0,0,2,down,up,down,down,down,-0.8969023,0.002260372,0.01356512,3450,7.51E-09,44267.12,0.4847952,0.000103386,0.4415411,no,256.6,1131,3.599526,283.5,0.00505,0.00505,0.4244788,0.7293809,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
NDFIP2,54602,mRNA,ENSG00000102471,0,0,1,0,1,up,up,up,down,up,2.892058,0.000353174,0.003325159,4524,2.42E-08,4217.793,0.7462057,0.000125044,0.4916851,no,3.110271,2.918819,22.01202,9.050725,-0.2544625,0.2544625,0.1260096,0.07224523,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NDUFAF2,91942,mRNA,ENSG00000164182,0,0,0,0,0,down,down,up,down,up,1.443513,0.01298204,0.04870463,4345,1.75E-08,10079.53,0.6661146,0.000124209,0.4342762,no,7.438287,4.099415,3.484645,19.25385,0.08703214,0.08703214,0.5787831,0.5523254,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NDUFB2,4708,mRNA,ENSG00000090266,1,1,0,1,3,down,down,up,down,down,-0.07618941,0.8241917,0.8851191,27,6.97E-09,8061.185,1.38E-06,4.62E-05,0.1623932,no,427,401,5.353125,483,0.1397333,0.1397333,0.6924617,0.8869743,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NDUFB3,4709,mRNA,ENSG00000119013,0,0,0,0,0,down,up,up,down,up,0.3228779,0.2691497,0.4138879,170,7.04E-09,15348.08,0.005236229,3.04E-05,0.4877132,no,2.682622,2.44819,3.22344,4.757942,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NDUFV3,4731,mRNA,ENSG00000160194,1,0,0,0,1,down,down,up,down,up,0.2220665,0.4846147,0.6206567,87,5.84E-09,12619.27,0.000431588,3.39E-05,0.2101043,no,202.4,5.80916,2.402157,15.6162,0.06916944,0.06916944,0.6557047,0.814894,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NEBL,10529,mRNA,ENSG00000078114,1,1,1,0,3,up,up,up,down,up,4.49825,3.54E-07,2.38E-05,3288,2.94E-08,2311.593,0.4166464,0.000101923,0.4142682,no,4893.9,301,356.1,316.8,0.03004205,0.03004205,0.7957818,0.9061784,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NECAP2,55707,mRNA,ENSG00000157191,1,0,0,1,2,down,down,down,down,down,-0.7946733,0.006735424,0.03012429,3021,7.50E-09,42559.24,0.3870438,9.63E-05,0.4011985,no,822.1,9.688525,2.147242,3939.7,-0.008585,0.008585,0.2638846,0.3083249,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
NEK4,6787,mRNA,ENSG00000114904,1,0,0,0,1,down,up,up,down,up,0.1906691,0.4859217,0.6218817,144,7.42E-09,14474.42,0.009622505,2.63E-05,0.4402681,no,411.5,9.468468,5.385169,150.6,0.01075513,0.01075513,0.9331449,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
NEK6,10783,mRNA,ENSG00000119408,1,0,0,1,2,down,up,down,down,down,-0.3657206,0.1403419,0.2594276,1761,7.51E-09,25371.36,0.191859,6.65E-05,0.4472833,no,674.9,8.692308,4.770817,1746,0.0063125,0.0063125,0.976216,0.7881222,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NEK8,284086,mRNA,ENSG00000160602,1,1,1,0,3,up,up,up,up,up,1.812226,0.02232272,0.07235828,3656,1.97E-08,7090.434,0.534307,0.0001082,0.4336599,no,233.4,181,32.64,380.1,-0.1327111,0.1327111,0.377946,0.628483,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NEK9,91754,mRNA,ENSG00000119638,1,0,0,1,2,down,down,up,down,down,-0.3718427,0.1529421,0.2760743,254,7.50E-09,28415.85,0.01632714,3.26E-05,0.452149,no,334.1,2.893688,2.0587,848.6,0.002426012,0.002426012,0.9844571,0.7849354,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NELFE,7936,mRNA,ENSG00000204356,0,0,0,0,0,down,down,up,down,up,0.6216077,0.116236,0.2271864,102,7.29E-09,11039.77,0.004126,3.24E-05,0.2469423,no,155.9,3.762148,2.149898,7.892546,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NET1,10276,mRNA,ENSG00000173848,0,1,1,1,3,up,up,up,down,up,2.39879,0.002578643,0.01495259,2302,2.22E-08,8262.68,0.2166945,8.13E-05,0.3310807,no,3.067208,271,252.1,1812.5,0.00338117,0.00338117,0.9823154,0.8245194,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
NEUROD1,4760,mRNA,ENSG00000162992,1,0,0,0,1,up,down,up,down,up,2.905472,0.1158498,0.2265899,2951,7.49E-09,47076.32,0.3350201,9.66E-05,0.3843606,no,1020.9,7.039604,7.935176,167.2,-0.1174208,0.1174208,0.4302582,0.4767047,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NFAM1,150372,mRNA,ENSG00000235568,1,0,1,1,3,down,down,down,down,down,-4.149523,5.53E-08,9.00E-06,4762,1.20E-08,9199.897,0.781834,0.000132835,0.4675849,no,225.6,12.48936,1109.5,2227.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NFE2L3,9603,mRNA,ENSG00000050344,0,0,0,0,0,down,up,up,down,up,1.091208,0.03303249,0.09608566,197,1.53E-08,4305.273,0.005777954,2.65E-05,0.4887082,no,3.043758,8.6951,4.715371,28.2,-0.06461417,0.06461417,0.7119881,0.7610449,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NFKBIA,4792,mRNA,ENSG00000100906,0,0,0,0,0,down,down,down,down,down,-2.677745,1.14E-06,5.12E-05,5306,1.08E-08,7457.072,0.9080022,0.00014141,0.4839449,no,3.116678,16.83078,6.07916,201.9856,0.02637167,0.02637167,0.8971338,0.818601,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NFKBIB,4793,mRNA,ENSG00000104825,0,0,0,0,0,up,up,up,down,up,0.1463847,0.7700693,0.8464177,27,7.36E-09,2100.237,3.22E-05,2.55E-05,0.1538462,no,11.97895,2.620314,2.058482,366.6,0.0804022,0.0804022,0.6183215,0.6218499,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NFKBIZ,64332,mRNA,ENSG00000144802,0,0,0,0,0,up,down,down,down,down,-1.404636,0.006138524,0.02811256,5170,9.17E-09,11940.1,0.8892089,0.000138146,0.4922451,no,3.382893,7.711052,8.129947,71.40046,0.03516204,0.03516204,0.808867,0.4991203,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NIN,51199,mRNA,ENSG00000100503,1,0,0,1,2,down,down,down,down,down,-1.680379,7.49E-05,0.001066775,5076,9.60E-09,15311.52,0.8234597,0.00013886,0.4546954,no,380.6,35.91803,4.512339,3191.8,-0.02406988,0.02406988,0.7566843,0.714648,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NIPSNAP1,8508,mRNA,ENSG00000184117,0,0,0,1,1,down,down,up,down,up,0.7770964,0.1015687,0.2074328,817,7.39E-09,20399.27,0.1135897,4.22E-05,0.5836213,no,35.17986,16.6338,5.598919,682.4,0.06719907,0.06719907,0.7259798,0.8115037,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NKAP,79576,mRNA,ENSG00000101882,0,1,0,0,1,up,down,up,down,up,0.04111528,0.9036289,0.9401472,18,4.08E-09,3015.634,5.96E-06,2.40E-05,0.1960784,no,4.292962,541,2.096493,283.5,0.042425,0.042425,0.7906841,0.5661899,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NKG7,4818,mRNA,ENSG00000105374,0,0,0,1,1,down,down,down,down,down,-2.944957,0.01998259,0.06682715,4068,1.11E-08,9214.013,0.6412993,0.0001168,0.4698625,no,2.660201,161,197.3,1829.1,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NKX2-3,159296,mRNA,ENSG00000119919,1,0,1,0,2,up,up,up,down,up,7.000994,0.002819473,0.0159624,1498,5.18E-08,607.6655,0.1145162,6.75E-05,0.3689979,no,607.8,21.76923,46.03734,233.7,0.09215948,0.09215948,0.5302133,0.5461802,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NLRP3,114548,mRNA,ENSG00000162711,1,0,1,1,3,down,down,down,down,down,-5.295876,1.92E-10,6.82E-07,3804,1.31E-08,7325.906,0.5841033,0.000110284,0.4745794,no,1209.4,37.36364,139.3814,508.8769,0.04389916,0.04389916,0.7238791,0.6021051,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
NME6,10201,mRNA,ENSG00000172113,1,0,0,0,1,down,up,up,down,up,0.6404368,0.08980237,0.1903806,2138,7.48E-09,34410.55,0.2862511,7.27E-05,0.5077277,no,179.2,5.257426,9.130868,4.4427,0.01077333,0.01077333,0.7457075,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NMRK2,27231,mRNA,ENSG00000077009,1,0,1,1,3,up,up,up,up,down,-4.886675,0.06404714,0.1517098,312,4.10E-09,1532.055,0.003021803,6.83E-05,0.2036235,no,259.2,5.774775,278.1,536.5,0.01599167,0.01599167,0.9564708,0.5146861,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NMU,10874,mRNA,ENSG00000109255,1,0,1,0,2,up,down,up,up,up,2.348038,0.2243578,0.3626113,113,4.06E-09,0,0,0.003331394,0,no,220.5,25.7619,356.1,350,-0.2847944,0.2847944,0.2773932,0.3461764,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
NOC4L,79050,mRNA,ENSG00000184967,1,1,0,1,3,up,up,up,down,up,0.406637,0.5685154,0.6930808,35,4.12E-09,2714.406,3.05E-06,4.10E-05,0.2268908,no,775.6,201,6.804089,3324.8,0.0099225,0.0099225,0.9528483,0.7976357,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NOL12,79159,mRNA,ENSG00000100101,1,1,1,0,3,down,up,up,down,up,1.234991,0.03066739,0.09105762,1969,1.62E-08,4056.305,0.2243763,7.04E-05,0.4723576,no,279.9,211,815.1,250.3,-0.00303,0.00303,0.7044345,0.7989658,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NONO,4841,mRNA,ENSG00000147140,0,0,0,0,0,down,up,up,down,up,0.5247006,0.04706234,0.1233804,1046,7.42E-09,30460.02,0.08876003,4.79E-05,0.554647,no,3.401659,3.931854,5.47871,206.7,-0.2986336,0.2986336,0.1324264,0.5517783,no,0.001137656,40.90739198,0.02152811,0.000564935,0.142857143,NA,308276390.2,511079375.6,-202802985.4,269593192.8,0.04477139,1,0
NOP16,51491,mRNA,ENSG00000048162,1,0,0,0,1,up,up,up,down,up,2.919417,0.000327911,0.003156708,3840,2.43E-08,2603.569,0.5240796,0.000113532,0.4196373,no,181.7,7.198347,6.414086,266.9,0.09223274,0.09223274,0.6993844,0.6739441,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NOP56,10528,mRNA,ENSG00000101361,0,0,0,0,0,down,up,up,down,up,1.540323,0.07983591,0.1756382,51,7.02E-09,18532.81,8.25E-06,3.88E-05,0.2282353,no,4.542456,11.90909,4.375651,18.16456,0.01374428,0.01374428,0.9057442,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NOSIP,51070,mRNA,ENSG00000142546,0,0,0,0,0,down,up,up,up,up,0.9837611,0.2866566,0.4340915,481,7.23E-09,9245.183,0.04634659,3.23E-05,0.4021396,no,12.75373,7.622517,2.68443,4.920983,0.1111125,0.1111125,0.6991653,0.8612356,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NOVA1,4857,mRNA,ENSG00000139910,1,1,0,0,2,up,down,down,up,up,1.737464,0.1025258,0.2089387,49,7.38E-09,1231.821,8.12E-05,2.98E-05,0.1972789,no,285,191,5.427123,175.5,0.01994167,0.01994167,0.8845323,0.4506913,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
NPDC1,56654,mRNA,ENSG00000107281,0,0,1,0,1,up,up,up,down,up,2.779455,0.000452702,0.003985128,3315,2.38E-08,7054.069,0.4151104,0.00010445,0.3864472,no,20.78383,6.098039,615.9,7.19407,-0.06986505,0.06986505,0.7136403,0.7451708,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NPEPPS,9520,mRNA,ENSG00000141279,1,0,0,1,2,up,down,up,down,up,0.4391242,0.1132949,0.2231676,229,7.05E-09,10534.45,0.004215046,3.33E-05,0.2349268,no,401.2,14.41463,3.46651,748.9,-0.05723958,0.05723958,0.7773983,0.936921,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
NPIPA2,642799,mRNA,ENSG00000254852,0,1,1,0,2,up,up,up,up,up,1.509747,0.4557948,0.5937349,85,6.91E-09,32199.54,0.001146163,3.43E-05,0.1994398,no,49.35152,331,27.3527,70.40643,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NPIPB15,440348,mRNA,ENSG00000196436,0,0,0,0,0,up,down,up,down,up,0.8311984,0.07823231,0.1732657,400,7.37E-09,43004.41,0.01719967,3.80E-05,0.318797,no,2.470283,4.206107,6.114618,6.44494,-0.1330537,0.1330537,0.4315218,0.3685439,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
